"asile","Rack number","key","en","te","hi","keywords"
"","","chilli-banana","Chilli Banana","చిల్లి బెనాన","चिली बेनाना","['chilli banana', 'banana chilli']"
"","","chilli-pickle","Chilli Pickle","చిల్లి పిక్కిల్","चिली पिक्कल","['chilli pickle', 'pickle chilli']"
"","","chilli-powder","Chilli Powder","చిల్లి పొడి","चिली पाउडर","['chilli powder', 'powder chilli']"
"","","chilli-powder-swad","Swad Chilli Powder","స్వాద్ చిల్లి పొడి","स्वाद चिली पाउडर","['swad chilli powder', 'chilli powder swad']"
"","","chilli-whole","Whole Chilli","పొడి మిరియాలు","पूरी मिर्च","whole chilli, chilli, mirchi"
"","","chinese-okra","Chinese Okra","చైనీస్ బంగాళదుంప","चीनी बैंगन","chinese okra, lady's finger, benda kalu"
"","","chinese-potato","Chinese Potato","చైనీస్ ఆకుకాయ","चीनी आलू","chinese potato, chinese taro, arbi"
"","","chings-dark-soy-sauce","Chings Dark Soy Sauce","చింగ్స్ డార్క్ సోయా సాస్","चिंग्स डार्क सोया सॉस","chings dark soy sauce, soy sauce, soya sauce"
"","","chings-hakka-egg-noodles","Chings Hakka Egg Noodles","చింగ్స్ హక్కా మిఠాయి నూడుల్స్","चिंग्स हक्का अंडे नूडल्स","chings hakka egg noodles, egg noodles, hakka noodles"
"","","chings-hakka-veg-noodles","Chings Hakka Veg Noodles","చింగ్స్ హక్కా వెగ్ నూడుల్స్","चिंग्स हक्का वेग नूडल्स","hakka noodles, veg noodles"
"","","chings-manchurian-noodles","Chings Manchurian Noodles","చింగ్స్ మంచూరియన్ నూడుల్స్","चिंग्स मंचूरियन नूडल्स","manchurian noodles"
"","","chings-paneer-chilli-masala","Chings Paneer Chilli Masala","చింగ్స్ పనీర్ చిలీ మసాలా","चिंग्स पनीर चिली मसाला","paneer chilli masala"
"","","chings-schezwan-sauce","Chings Schezwan Sauce","చింగ్స్ సెచ్చ్వాన్ సౌస్","चिंग्स सेच्वान सॉस","schezwan sauce"
"","","chini","Sugar","Panchadara","Chini","sugar|chini|panchadara"
"","","chitale-idli-mix","Chitale Idli Mix","చితాలే ఇడ్లీ మిక్స్","चिताले इडली मिक्स","idli mix"
"","","chitale-khaman-mix","Chitale Khaman Mix","చితాలే ఖమాన్ మిక్స్","चिताले खमान मिक्स","['khaman mix', 'chitale', 'snack mix']"
"","","chocolate","Chocolate","చోక్లేట్","चॉकलेट","['chocolate', 'cocoa']"
"","","chocolate-ice-cream","Chocolate Ice Cream","చోక్లేట్ ఐస్ క్రీం","चॉकलेट आइस क्रीम","['chocolate ice cream', 'ice cream']"
"","","choley-kulcha","Choley Kulcha","చోలీ కుల్చా","चोली कुलचा","['choley kulcha', 'north indian bread']"
"","","chora-dal","Chora Dal","చోర దాల్","चोरा दाल","['chora dal', 'split black gram']"
"","","chunky-chat-masala","Chunky Chat Masala","చంకీ చాట్ మసాలా","चंकी चैट मसाला","['chunky chat masala', 'chat masala']"
"","","cilantro","Cilantro","సిలంట్రో","सिलेंट्रो","['cilantro', 'coriander leaves']"
"","","cinamon-sticks","Cinnamon Sticks","డేగులు","दालचीनी की छड़ें","['cinnamon sticks', 'dalchini']"
"","","cinnamon-powder","Cinnamon Powder","డేగులు పొడి","दालचीनी पाउडर","['cinnamon powder', 'dalchini powder']"
"","","cinnman-sticks","Cinnamon Sticks","డేగులు","दालचीनी की छड़ें","['cinnamon sticks', 'dalchini']"
"","","classic","Classic","క్లాసిక్","क्लासिक","['classic']"
"","","classic-cream","Classic Cream","క్లాసిక్ క్రీమ్","क्लासिक क्रीम","['classic', 'cream']"
"","","classic-malai","Classic Malai","క్లాసిక్ మలై","क्लासिक मलाई","['classic', 'malai']"
"","","classic-malai-kulfi","Classic Malai Kulfi","క్లాసిక్ మలై కుల్ఫీ","क्लासिक मलाई कुल्फी","['classic', 'malai', 'kulfi']"
"","","clay-deepak-1","Clay Deepak 1","క్లే డీపక్ 1","क्ले डीपक 1","diya, clay diya, deepak"
"","","clay-plain-diya-medium-12-pcs","Clay Plain Diya Medium 12 Pcs","క్లే ప్లేన్ డియా మీడియం 12 పీసీఎస్","क्ले प्लेन डिया मीडियम 12 पीसी","diya, clay diya, plain diya, medium diya"
"","","click-emb","Click Emb","క్లిక్ ఎంబీ","क्लिक एमबी","embroidery, embroidery floss, click embroidery"
"","","clorox-6-pack-bleach-toilet-bowl-cleaner","Clorox 6 Pack Bleach Toilet Bowl Cleaner","క్లోరాక్స్ 6 ప్యాక్ బ్లీచ్ టోలెట్ బౌల్ క్లీనర్","क्लोरॉक्स 6 पैक ब्लीच टॉयलेट बाउल क्लीनर","bleach, toilet bowl cleaner, clorox bleach"
"","","cocktail-chicken-samosa","Cocktail Chicken Samosa","కోక్టెయిల్ చికెన్ సమోసా","कॉकटेल चिकन समोसा","samosa, chicken samosa, cocktail samosa"
"","","coconut","Coconut","కొబ్బరి","नारियल","['coconut', 'narial']"
"","","coconut-cake","Coconut Cake","కొబ్బరి కేక్","नारियल केक","['coconut cake', 'narial cake']"
"","","coconut-chikki","Coconut Chikki","కొబ్బరి చిక్కీ","नारियल चिक्की","['coconut chikki', 'narial chikki']"
"","","coconut-chutny","Coconut Chutney","కొబ్బరి చట్నీ","नारियल चटनी","['coconut chutney', 'narial chutney']"
"","","coconut-powder-org","Organic Coconut Powder","ఆర్గెనిక్ కొబ్బరి పావురు","ऑर्गेनिक नारियल पाउडर","['organic coconut powder', 'narial powder']"
"","","coconuts-flakes","Coconuts Flakes","కొబ్బరి పొడి","नारियल के दाने","['coconut flakes', 'nariyal ki powder']"
"","","coffee","Coffee","కాఫీ","कॉफी","['coffee beans', 'kaapi']"
"","","cofresh-jalapeno-grills","CoFresh Jalapeno Grills","కోఫ్రెష్ జలపెనో గ్రిల్స్","कोफ्रेश जालापेनो ग्रिल्स","['cofresh jalapeno', 'jalapeno grills']"
"","","coke","Coke","కోక్","कोक","['coke drink', 'koka']"
"","","colander-1","Colander","కొలండర్","कोलेंडर","['colander', 'strainer', 'kitchen utensil']"
"","","cold-brew-coffee","Cold Brew Coffee","కాల్డ్ బ్రూ కాఫీ","कोल्ड ब्रू कॉफी","['cold brew coffee', 'coffee', 'beverage']"
"","","cold-pressed-groundnut-oil","Cold Pressed Groundnut Oil","కాల్డ్ ప్రెస్డ్ గ్రౌండ్‌నట్ తేనెటీగ నూనె","कोल्ड प्रेस्ड ग्राउंडनट तेल","['cold pressed oil', 'groundnut oil', 'nut oil']"
"","","color-diyas-9-pcs","Color Diyas 9 Pcs","రంగుల దీపాలు 9 పీసీసీలు","रंगीन दिये 9 पीस","['color diya', 'diya', 'dipali']"
"","","color-sparklers-10-12-boxes","Color Sparklers 10-12 Boxes","రంగుల స్పార్కలర్లు 10-12 బాక్సులు","रंगीन स्पार्कलर 10-12 बॉक्स","['color sparkler', 'sparkler', 'firework']"
"","","combiflam-icy-hot","Combiflam Icy Hot","కాంబిఫ్లామ్ ఆయిసీ హాట్","कॉम्बिफ्लेम आइसी हॉट","['Combiflam', 'Icy Hot', 'Pain Reliever']"
"","","combo","Combo 8904063204714","కాంబో 8904063204714","कॉम्बो 8904063204714","['Combo', 'Packaged Goods']"
"","","complain","Complain","క్లేయిన్","क्लेन","['Antacid', 'Heartburn Relief']"
"","","concentrate-pani-puri","Concentrate Pani Puri","కాంసెంట్రేట్ పానీ పూరీ","कॉन्सेंट्रेट पानी पूरी","['Pani Puri', 'Flavor Concentrate']"
"","","cookie","Cookie","కుకీ","कुकी","['cookie', 'biscuit']"
"","","cookie-heaven-coconut","Cookie Heaven Coconut","కుకీ హెవెన్ కొకోనట్","कुकी हेवन कोकोनट","['Cookie', 'Coconut Flavor']"
"","","cookies","Cookies","కుకీస్","कुकीज़","['cookies', 'biscuits']"
"","","cooking-soda","Cooking Soda","కుకింగ్ సోడా","कुकिंग सोडा","['cooking soda', 'soda bicarb']"
"","","copper-ice-cup","Copper Ice Cup","కప్పర్ ఐస్ కప్","कॉपर आइस कप","['copper ice cup', 'ice cup']"
"","","coriander","Coriander Powder / Seeds","Dhaniyalu / Kotthimera (ధనియాలు)","Dhania (धनिया)","coriander|dhania|dhaniyalu|kotthimera"
"","","coriander-powder","Coriander Powder","ధనియాలు పొడి","धनिया पाउडर","['coriander powder', 'dhania powder']"
"","","corinder-chutny","Coriander Chutney","కోరిండర్ చట్నీ","कोरीANDर चटनी","coriander chutney, coriander, chutney"
"","","corinder-powder","Coriander Powder","కోరిండర్ పావుర","कोरीANDर पाउडर","coriander powder, coriander, powder"
"","","corinder-seeds","Coriander Seeds","కోరిండర్ బీజాలు","कोरीANDर बीज","coriander seeds, coriander, seeds"
"","","corn-oil-1","Corn Oil","కార్న్ ఆయిల్","कॉर्न ऑयल","corn oil, corn, oil"
"","","cornflour-rafhan","Rafhan Corn Flour","రఫాన్ కార్న్ ఫ్లౌర్","रफ़ान कॉर्न फ्लौर","['corn flour', 'rafhan']"
"","","cothas-coffee-1","Cothas Coffee","కోథాస్ కాఫీ","कोथास कॉफी","['coffee', 'cothas']"
"","","cracked-wheat","Cracked Wheat","క్రాక్డ్ వీట","क्रैक्ड वीट","['cracked wheat']"
"","","cream-roll","Cream Roll","క్రీం రోల్","क्रीम रोल","['cream roll']"
"","","crispy-ajwain-cookies","Crispy Ajwain Cookies","క్రిస్పీ ఆజ్వైన్ కుక్కీలు","क्रिस्पी अजवाइन कुकीज़","['ajwain cookies', 'crispy cookies', 'indian cookies']"
"","","crispy-almond-cake-rusk","Crispy Almond Cake Rusk","క్రిస్పీ ఆల్మండ్ కేక్ రస్క్","क्रिस्पी बादाम केक रस्क","['almond cake', 'crispy rusk', 'indian bakery']"
"","","crispy-eggless-cake-rusk","Crispy Eggless Cake Rusk","క్రిస్పీ ఎగ్గులేని కేక్ రస్క్","क्रिस्पी अंडे वाला केक रस्क","['eggless cake', 'crispy rusk', 'indian bakery']"
"","","crispy-fried-chicken-mix","Crispy Fried Chicken Mix","క్రిస్పీ ఫ్రైడ్ చికెన్ మిక్స్","क्रिस्पी फ्राइड चिकन मिक्स","['crispy fried chicken', 'chicken mix', 'indian snacks']"
"","","crispy-gur-punjabi-cookies","Crispy Gur Punjabi Cookies","క్రిస్పీ గుర్ పంజాబీ కుక్కీలు","क्रिस्पी गुड़ पंजाबी कुकीज़","['gur cookies', 'punjabi cookies', 'indian sweets']"
"","","cumin","Cumin Seeds","Jilakarra (జిలకర)","Jeera (जीरा)","cumin|jeera|jilakarra"
"","","cumin-seeds","Cumin Seeds","Jilakarra (జిలకర)","Jeera (जीरा)","cumin|jeera|jilakarra|seeds"
"","","curd","Yogurt / Curd","Perugu (పెరుగు)","Dahi (दही)","curd|yogurt|dahi|perugu|milk"
"","","dahi","Yogurt / Curd","Perugu","Dahi","curd|yogurt|dahi|perugu|milk"
"","","deep-cumin-seeds","Deep Cumin Seeds","డీప్ జీరా బీజాలు","डीप जीरा बीज","['cumin seeds', 'jeera']"
"","","deep-curry-powder-hot","Deep Curry Powder Hot","డీప్ కరీ పావురు వేడి","डीप करी पाउडर गरम","['curry powder', 'hot curry powder']"
"","","deep-dill-seeds","Dill Seeds","సోయాబీన్ బీజాలు","सोयाबीन बीज","['dill seeds', 'సోయాబీన్ బీజాలు', 'सोयाबीन बीज']"
"","","deep-drumsticks","Deep Drumsticks","డీప్ డ్రమ్‌స్టిక్స్","डीप ड्रमस्टिक्स","['drumsticks', 'deep drumsticks']"
"","","deep-ginger-garlic-paste","Deep Ginger Garlic Paste","డీప్ గింజర్ గార్లిక్ పేస్ట్","डीप गिंजर गार्लिक पेस्ट","['ginger garlic paste', 'deep paste', 'condiment']"
"","","deep-jumbo-punjabi-samosas","Deep Jumbo Punjabi Samosas","డీప్ జమ్బో పంజాబీ సమోసాలు","डीप जंबो पंजाबी समोसे","samosas, punjabi samosas, deep fried samosas"
"","","deep-roghani-naan","Deep Roghani Naan","డీప్ రోఘనీ నాన్","डीप रोगनी नान","['roghani naan', 'deep naan']"
"","","deep-sooji","Deep Sooji","డీప్ సూజీ","डीप सूजी","['sooji', 'rava', 'semolina']"
"","","dhania","Coriander","Dhaniyalu","Dhania","coriander|dhania|dhaniyalu"
"","","dhaniyalu","Coriander","Dhaniyalu","Dhania","coriander|dhania|dhaniyalu"
"","","garlic","Garlic","Vellulli (వెల్లుల్లి)","Lahsun (पहसुन / लहसुन)","garlic|lahsun|vellulli"
"","","garvi-gujarat-bhavnagri-ganthia","Garvi Gujarat Bhavnagri Ganthia","గర్వి గుజరాత్ భావనగరి గంతియా","गर्वी गुजरात भावनगरी गन्थिया","gujarati sweets, bhavnagri ganthia"
"","","ghee","Clarified Butter (Ghee)","Neyyi (నెయ్యి)","Ghee (घी)","ghee|neyyi|clarified-butter"
"","","ginger","Ginger","Allam (అల్లం)","Adrak (अदरक)","ginger|adrak|allam"
"","","gits-vermicelli-kheer-mix","Gits Vermicelli Kheer Mix","జీట్స్ వర్మిసెలీ ఖీర్ మిక్స్","जिट्स वर्मिसेली खीर मिक्स","['gits', 'vermicelli', 'kheer mix']"
"","","gud","Jaggery","Bellam","Gud","jaggery|gud|bellam"
"","","haldi","Turmeric","Pasupu","Haldi","turmeric|haldi|pasupu"
"","","haldirams-aloo-tikki","Haldiram's Aloo Tikki","హల్దీరాం ఆలూ టిక్కి","हल्दीराम की आलू टिक्की","['aloo tikki', ""haldiram's"", 'snack']"
"","","hesh-aritha-powder","Hesh Aritha Powder","హెష్ అరితా పావుర","हेश अरिथा पाउडर","['arista powder', 'hesh aritha powder']"
"","","hesh-mehandi-powder","Hesh Mehendi Powder","హెష్ మెహెండీ పావుర","हेश मेहेंदी पाउडर","['henna powder', 'mehendi powder']"
"","","hyd-mixture","Hyd Mixture","హైదరాబాద్ మిశ్రమం","हैदराबाद मिश्रण","['Hyd Mixture']"
"","","jaggery","Jaggery","Bellam (బెల్లం)","Gud (गुड़)","jaggery|gud|bellam"
"","","jeera","Cumin Seeds","Jilakarra","Jeera","cumin|jeera|jilakarra"
"","","jilakarra","Cumin Seeds","Jilakarra","Jeera","cumin|jeera|jilakarra"
"","","laxmi-chappati-flour","Laxmi Chappati Flour","లక్ష్మి చపాతి మిఠాయి","लक्ष्मी चपाती आटा","['laxmi', 'chappati', 'flour']"
"","","laxmi-ginger-paste","Laxmi Ginger Paste","లక్ష్మి ఇనుము పేస్ట్","लक्ष्मी अदरक पेस्ट","['ginger', 'adarak', 'paste']"
"","","laxmi-turmeric-powder","Laxmi Turmeric Powder","లక్ష్మీ పసుపు పావుర్","लक्ष्मी हल्दी पाउडर","['turmeric powder', 'pasupu']"
"","","luxmi-rajma","Luxmi Rajma","లక్ష్మీ రాజ్మా","लक्ष्मी राजमा","['rajma', 'kidney beans']"
"","","maaza-guava-glass-btl","Maaza Guava Glass Bottle","మాజా పీచీ గ్లాస్ బాటిల్","माजा पीच ग्लास बोतल","['maaza guava juice', 'guava drink', 'peach juice']"
"","","mdh-garam-masala","MDH Garam Masala","ఎండీహెచ్ గరమ్ మసాలా","एमडीएच गरम मसाला","['garam masala', 'mdh']"
"","","milk","Milk & Dairy","Palu / Perugu","Doodh / Dahi","milk|dahi|perugu|doodh|dairy|paneer"
"","","mtr-gulab-jamun-mix","Gulab Jamun Mix","గులాబ్ జామున్ మిక్స్","गुलाब जामुन मिक्स","['gulab jamun mix', 'గులాబ్ జామున్ మిక్స్', 'गुलाब जामुन मिक्स']"
"","","mustard","Mustard Seeds","Aavalu (ఆవాలు)","Rai (राई)","mustard|rai|aavalu"
"","","nanak-aloo-tikki","Nanak Aloo Tikki","నానక్ ఆలూ టిక్కీ","नानक आलू टिक्की","['nanak aloo tikki', 'potato tikki', 'aloo tikki']"
"","","neyyi","Clarified Butter","Neyyi","Ghee","ghee|neyyi"
"","","onion","Onion","Ullipaya / Erragaddalu (ఉల్లిపాయ)","Pyaz (प्याज)","onion|pyaz|ullipaya|erragaddalu"
"","","panchadara","Sugar","Panchadara","Chini","sugar|panchadara|chini"
"","","paneer","Cottage Cheese (Paneer)","Paneer (పన్నీర్)","Paneer (पनीर)","paneer|cottage-cheese"
"","","pani-puri-masala","pani puri masala","పానీ పురి మసాలా","पानी पुरी मसाला","['puchka masala', 'golgappas spice']"
"","","pasupu","Turmeric","Pasupu","Haldi","turmeric|haldi|pasupu"
"","","peanuts","Peanuts","పెన్నుట్స్","मूंगफली","['peanuts', 'groundnuts']"
"","","perugu","Yogurt / Curd","Perugu","Dahi","curd|yogurt|dahi|perugu|milk"
"","","pista-almond","Pista Almond","పిస్తా ఆల్మండ్","पिस्ता बादाम","['pista', 'almond', 'nuts']"
"","","plain-bhujiya","Plain Bhujiya","సాధారణ భూజియా","सादा भुजिया","['plain bhujiya', 'snack', 'crunchy']"
"","","potato-samosa-baked","Baked Potato Samosa","బేక్ చేసిన బఠానీ సమోసా","बेक किए हुए आलू समोसा","['baked samosa', 'potato samosa', 'snack']"
"","","quick-tea","Quick Tea","క్విక్ టీ","क्विक टी","['Quick Tea']"
"","","rajbhog-peanut-chikki","Rajbhog Peanut Chikki","రాజ్‌భోగ్ పెన్నుతోట చిక్కీ","राजभोग पेड़ा चिक्की","peanut chikki, rajbhog sweets"
"","","rajbhog-sweet-almond-chikki","Rajbhog Sweet Almond Chikki","రాజ్‌భోగ్ మిఠాయి బదామీ చిక్కీ","राजभोग मीठा बादाम चिक्की","almond chikki, sweet almond chikki"
"","","rajbhog-sweet-cashew-chikki","Rajbhog Sweet Cashew Chikki","రాజ్‌భోగ్ మిఠాయి కాజు చిక్కీ","राजभोग मीठा काजू चिक्की","cashew chikki, sweet cashew chikki"
"","","rajbhog-sweets-sesame-chikki","Rajbhog Sweets Sesame Chikki","రాజ్‌భోగ్ మిఠాయి తిన్నె చిక్కీ","राजभोग मीठा तिल चिक्की","sesame chikki, sweet sesame chikki"
"","","red-chori","Red Chori","రెడ్ చోరీ","रेड चोरी","['chori', 'chickpea']"
"","","red-label","Red Label","రెడ్ లేబుల్","रेड लेबल","['red', 'label']"
"","","rice","Rice / Basmati","Biyyam (బియ్యం)","Chawal (चावल)","rice|basmati|chawal|biyyam"
"","","roghani-naan","Roghani Naan","Roghani Naan (రోఘణి నాన్)","Roghani Naan (रोगनी नान)","roghani|naan|roti|bread"
"","","rose","Rose","రోజ్","रोज़","['rose', 'gulab']"
"","","roshni-white-chick-peas","Roshni White Chick Peas","రోషిని వైట్ చిక్ పీస్","रोशनी व्हाइट चिक पीस","['Roshni', 'White Chick Peas']"
"","","shami-kabab","Shami Kabab","షామీ కబాబ్","शामी कबाब","['shami kabab', 'షామీ కబాబ్', 'शामी कबाब']"
"","","shan-lauki-halwa-mix","Shan Lauki Halwa Mix","షాన్ లౌకీ హల్వా మిక్స్","शान लौकी हलवा मिक्स","['shan lauki halwa mix', 'bottle gourd halwa', 'lauki halwa']"
"","","spicy-boondi","Spicy Boondi","వేడిగా బూండి","वेजी बूंदी","['spicy boondi', 'veg boondi', 'bundi']"
"","","sugar","Sugar","శర్కర","चीनी","['sugar']"
"","","super-shyne-iron-karahi","Super Shyne Iron Karahi","సూపర్ షైన్ ఇరాన్ కరాహీ","सुपर शाइन आयरन कराही","['super shyne iron karahi', 'iron karahi', 'non-stick karahi']"
"","","tapal-danedar-tea-bags","Tapal Danedar Tea Bags","టాపల్ దానేదార్ టీ బ్యాగ్స్","टापल दानेदार चाय के बैग","['tapal', 'danedar', 'tea', 'bags']"
"","","tiger-biscuits","Tiger Biscuits","టైగర్ బిస్కులు","टाइगर बिस्किट्स","['tiger biscuits', 'biscuits']"
"","","tindora-bulk","Tindora Bulk","తిండోరా బ్యాలెన్స్","टिंडोरा बुल्क","tindora, tindora bulk, ivy gourd"
"","","toor-dal","Toor Dal","తూర్పు పప్పు","तूर दाल","['Toor Dal']"
"","","toor-dal-luxmi4lb","Toor Dal Luxmi 4lb","తూర్పు పప్పు లక్ష్మి 4lb","टूर दाल लक्ष्मी 4lb","['toor dal', 'tuvar dal', 'pigeon pea']"
"","","turmeric","Turmeric Powder","Pasupu (పసుపు)","Haldi (हल्दी)","turmeric|haldi|pasupu"
"","","udupi-idli-rava","Udupi Idli Rava","ఉదుపి ఇడ్లీ రవా","उदुपी इडली रवा","udupi idli rava, idli rava, rice rava"
"","","udupi-madras-mix","Udupi Madras Mix","ఉదుపి మద్రాస్ మిక్స్","उदुपी मद्रास मिक्स","udupi mix, madras mix, spice mix"
"","","vatana","vatana","వటానా","वटाना","['green peas']"
"","","yellow-onion","Yellow Onion","పసుపు కంద","पीला प्याज","['yellow onion', 'పసుపు కంద', 'पीला प्याज']"
