key,en,te,hi,keywords,aisle,rack
gits-dosai-mix,Gits Dosai Mix,,,gits-dosai-mix,,
gits-gulab-jamun-mix,Gits Gulab Jamun Mix,,,gits-gulab-jamun-mix,,
gits-jilebi-mix,Gits Jilebi Mix,,,gits-jilebi-mix,,
gits-kalakand-mix,Gits Kalakand Mix,,,gits-kalakand-mix,,
gits-medu-wada-mix,Gits Medu Wada Mix,,,gits-medu-wada-mix,,
gits-nylon-khaman-dhokla-mix,Gits Nylon Khaman Dhokla Mix,,,gits-nylon-khaman-dhokla-mix,,
gits-pakora-mix,Gits Pakora Mix,,,gits-pakora-mix,,
gits-phirni-mix,Gits Phirni Mix,,,gits-phirni-mix,,
gits-rava-dosa-mix,Gits Rava Dosa Mix,,,gits-rava-dosa-mix,,
gits-rava-idli-mix,Gits Rava Idli Mix,,,gits-rava-idli-mix,,
gits-uttappam-mix,Gits Uttappam Mix,,,gits-uttappam-mix,,
gits-vermicelli-kheer-mix,Gits Vermicelli Kheer Mix,జీట్స్ వర్మిసెలీ ఖీర్ మిక్స్,जिट्स वर्मिसेली खीर मिक्स,"['gits', 'vermicelli', 'kheer mix']",,
glucose,Glucose,,,glucose,,
gobhi-paratha,Gobhi Paratha,,,gobhi-paratha,,
gobi-paaaratha,Gobi Paaaratha,,,gobi-paaaratha,,
godhvari-sona-masoori-rice,Godhvari Sona Masoori Rice,,,godhvari-sona-masoori-rice,,
godrej-anoop-hair-oil,Godrej Anoop Hair Oil,,,godrej-anoop-hair-oil,,
godrej-hand-wash,Godrej Hand Wash,,,godrej-hand-wash,,
godrej-no-1-soap,Godrej No 1 Soap,,,godrej-no-1-soap,,
gola-gola-bar,Gola Gola Bar,,,gola-gola-bar,,
gold-seal-basmati-rice,Gold Seal Basmati Rice,,,gold-seal-basmati-rice,,
gold-sparklers-10-12-boxes-each-8-pcs,Gold Sparklers 10 12 Boxes Each 8 Pcs,,,gold-sparklers-10-12-boxes-each-8-pcs,,
gold-sparklers-14-6-boxes-each-8-pcs,Gold Sparklers 14 6 Boxes Each 8 Pcs,,,gold-sparklers-14-6-boxes-each-8-pcs,,
golden-mix,Golden Mix,,,golden-mix,,
golden-raisins,Golden Raisins,,,golden-raisins,,
golden-raisins-2,Golden Raisins 2,,,golden-raisins-2,,
gongura-pickle-without-garlic,Gongura Pickle Without Garlic,,,gongura-pickle-without-garlic,,
good-day-pista-almond,Good Day Pista Almond,,,good-day-pista-almond,,
gooday,Gooday,,,gooday,,
goya,Goya,,,goya,,
goya-chick-peas,Goya Chick Peas,,,goya-chick-peas,,
grab-bag,Grab Bag,,,grab-bag,,
gram-flour,Gram Flour,,,gram-flour,,
gram-flour-1,Gram Flour 1,,,gram-flour-1,,
grand-extra-long-basmati-rice-10-lb,Grand Extra Long Basmati Rice 10 Lb,,,grand-extra-long-basmati-rice-10-lb,,
grater-multi-purpose,Grater Multi Purpose,,,grater-multi-purpose,,
green-beans,Green Beans,,,green-beans,,
green-chilli,Green Chilli,,,green-chilli,,
green-chilli-pickle,Green Chilli Pickle,,,green-chilli-pickle,,
green-garlic,Green Garlic,,,green-garlic,,
green-mango-1,Green Mango 1,,,green-mango-1,,
green-papaya,Green Papaya,,,green-papaya,,
green-peas,Green Peas,,,green-peas,,
green-pista-1,Green Pista 1,,,green-pista-1,,
green-squash,Green Squash,,,green-squash,,
groceries,Groceries,,,groceries,,
ground-flower-bloom-20-pcs,Ground Flower Bloom 20 Pcs,,,ground-flower-bloom-20-pcs,,
gud,Jaggery,Bellam,Gud,jaggery|gud|bellam,,
gud-jlabi,Gud Jlabi,,,gud-jlabi,,
gulab-jammun-1,Gulab Jammun 1,,,gulab-jammun-1,,
gulab-jammun-500g,Gulab Jammun 500g,,,gulab-jammun-500g,,
gulab-premium-dhoop-sticks,Gulab Premium Dhoop Sticks,,,gulab-premium-dhoop-sticks,,
guru-whole-curd,Guru Whole Curd,,,guru-whole-curd,,
guvar-bean,Guvar Bean,,,guvar-bean,,
hal-cornflakes-mix,Hal Cornflakes Mix,,,hal-cornflakes-mix,,
haldi,Turmeric,Pasupu,Haldi,turmeric|haldi|pasupu,,
haldiram-cheese-naan,Haldiram Cheese Naan,,,haldiram-cheese-naan,,
haldiram-dhoda-burfi,Haldiram Dhoda Burfi,,,haldiram-dhoda-burfi,,
haldiram-gobi-paratha,Haldiram Gobi Paratha,,,haldiram-gobi-paratha,,
haldiram-gol-mathri,Haldiram Gol Mathri,,,haldiram-gol-mathri,,
haldiram-methi-puri,Haldiram Methi Puri,,,haldiram-methi-puri,,
haldiram-moti-chor-ladoo,Haldiram Moti Chor Ladoo,,,haldiram-moti-chor-ladoo,,
haldiram-nut-cracker,Haldiram Nut Cracker,,,haldiram-nut-cracker,,
haldiram-panner-paratha,Haldiram Panner Paratha,,,haldiram-panner-paratha,,
haldiram-pudina-paratha,Haldiram Pudina Paratha,,,haldiram-pudina-paratha,,
haldiram-s-lemon-bhel,Haldiram S Lemon Bhel,,,haldiram-s-lemon-bhel,,
haldiram-s-rajma-raseela,Haldiram S Rajma Raseela,,,haldiram-s-rajma-raseela,,
haldiram-s-sugar-rewari,Haldiram S Sugar Rewari,,,haldiram-s-sugar-rewari,,
haldiram-tikoni-mathi,Haldiram Tikoni Mathi,,,haldiram-tikoni-mathi,,
haldiram-wrap,Haldiram Wrap,,,haldiram-wrap,,
haldirams-ajwain-paratha,Haldirams Ajwain Paratha,,,haldirams-ajwain-paratha,,
haldirams-all-in-one,Haldirams All In One,,,haldirams-all-in-one,,
haldirams-allo-mutter,Haldirams Allo Mutter,,,haldirams-allo-mutter,,
haldirams-aloo-bhujia,Haldirams Aloo Bhujia,,,haldirams-aloo-bhujia,,
haldirams-aloo-paratha,Haldirams Aloo Paratha,,,haldirams-aloo-paratha,,
haldirams-aloo-tikki,Haldiram's Aloo Tikki,హల్దీరాం ఆలూ టిక్కి,हल्दीराम की आलू टिक्की,"['aloo tikki', ""haldiram's"", 'snack']",,
haldirams-amritsari-kulcha,Haldirams Amritsari Kulcha,,,haldirams-amritsari-kulcha,,
haldirams-bajra-roti,Haldirams Bajra Roti,,,haldirams-bajra-roti,,
haldirams-bhel-mix,Haldirams Bhel Mix,,,haldirams-bhel-mix,,
haldirams-bhelpuri,Haldirams Bhelpuri,,,haldirams-bhelpuri,,
haldirams-bhujia,Haldirams Bhujia,,,haldirams-bhujia,,
haldirams-bombay-mix,Haldirams Bombay Mix,,,haldirams-bombay-mix,,
haldirams-chai-puri,Haldirams Chai Puri,,,haldirams-chai-puri,,
haldirams-chana-dal,Haldirams Chana Dal,,,haldirams-chana-dal,,
haldirams-chana-jor-garam,Haldirams Chana Jor Garam,,,haldirams-chana-jor-garam,,
haldirams-cheese-naan-frozen,Haldirams Cheese Naan Frozen,,,haldirams-cheese-naan-frozen,,
haldirams-chilli-chatak-lachha,Haldirams Chilli Chatak Lachha,,,haldirams-chilli-chatak-lachha,,
haldirams-chilli-pattaka,Haldirams Chilli Pattaka,,,haldirams-chilli-pattaka,,
haldirams-cornflakes-mixture,Haldirams Cornflakes Mixture,,,haldirams-cornflakes-mixture,,
haldirams-dahi-bhalla,Haldirams Dahi Bhalla,,,haldirams-dahi-bhalla,,
haldirams-dal-biji,Haldirams Dal Biji,,,haldirams-dal-biji,,
haldirams-dal-makhani,Haldirams Dal Makhani,,,haldirams-dal-makhani,,
haldirams-dilli-style-chhole,Haldirams Dilli Style Chhole,,,haldirams-dilli-style-chhole,,
haldirams-falahari-mixture,Haldirams Falahari Mixture,,,haldirams-falahari-mixture,,
haldirams-hara-chiwda,Haldirams Hara Chiwda,,,haldirams-hara-chiwda,,
haldirams-homestyle-paratha,Haldirams Homestyle Paratha,,,haldirams-homestyle-paratha,,
haldirams-hyderabadi-biryani,Haldirams Hyderabadi Biryani,,,haldirams-hyderabadi-biryani,,
haldirams-kadhi-pakoda,Haldirams Kadhi Pakoda,,,haldirams-kadhi-pakoda,,
haldirams-kaju-mixture,Haldirams Kaju Mixture,,,haldirams-kaju-mixture,,
haldirams-kashmiri-mixture,Haldirams Kashmiri Mixture,,,haldirams-kashmiri-mixture,,
haldirams-khatta-meetha,Haldirams Khatta Meetha,,,haldirams-khatta-meetha,,
haldirams-lachcha-paratha,Haldirams Lachcha Paratha,,,haldirams-lachcha-paratha,,
haldirams-mathri,Haldirams Mathri,,,haldirams-mathri,,
haldirams-methi-sev,Haldirams Methi Sev,,,haldirams-methi-sev,,
haldirams-mint-lachha,Haldirams Mint Lachha,,,haldirams-mint-lachha,,
haldirams-mix-veg-paratha,Haldirams Mix Veg Paratha,,,haldirams-mix-veg-paratha,,
haldirams-moong-dal,Haldirams Moong Dal,,,haldirams-moong-dal,,
haldirams-moong-dal-masala,Haldirams Moong Dal Masala,,,haldirams-moong-dal-masala,,
haldirams-muli-paratha,Haldirams Muli Paratha,,,haldirams-muli-paratha,,
haldirams-mutter-kachori,Haldirams Mutter Kachori,,,haldirams-mutter-kachori,,
haldirams-navrattan,Haldirams Navrattan,,,haldirams-navrattan,,
haldirams-nimbu-masala,Haldirams Nimbu Masala,,,haldirams-nimbu-masala,,
haldirams-nut-cracker,Haldirams Nut Cracker,,,haldirams-nut-cracker,,
haldirams-nut-crackers,Haldirams Nut Crackers,,,haldirams-nut-crackers,,
haldirams-palak-paneer,Haldirams Palak Paneer,,,haldirams-palak-paneer,,
haldirams-panchrattan,Haldirams Panchrattan,,,haldirams-panchrattan,,
haldirams-paneer-makhani,Haldirams Paneer Makhani,,,haldirams-paneer-makhani,,
haldirams-paneer-paratha,Haldirams Paneer Paratha,,,haldirams-paneer-paratha,,
haldirams-paneer-tikka,Haldirams Paneer Tikka,,,haldirams-paneer-tikka,,
haldirams-panipuri,Haldirams Panipuri,,,haldirams-panipuri,,
haldirams-pao-bhaji,Haldirams Pao Bhaji,,,haldirams-pao-bhaji,,
haldirams-pav-bhaji,Haldirams Pav Bhaji,,,haldirams-pav-bhaji,,
haldirams-plain-bhujia,Haldirams Plain Bhujia,,,haldirams-plain-bhujia,,
haldirams-punjabi-choley,Haldirams Punjabi Choley,,,haldirams-punjabi-choley,,
haldirams-punjabi-tadka,Haldirams Punjabi Tadka,,,haldirams-punjabi-tadka,,
haldirams-rajma-raseela,Haldirams Rajma Raseela,,,haldirams-rajma-raseela,,
haldirams-rajma-wt-jeera-rice,Haldirams Rajma Wt Jeera Rice,,,haldirams-rajma-wt-jeera-rice,,
haldirams-sambar,Haldirams Sambar,,,haldirams-sambar,,
haldirams-samosa,Haldirams Samosa,,,haldirams-samosa,,
haldirams-yellow-dal-tadka,Haldirams Yellow Dal Tadka,,,haldirams-yellow-dal-tadka,,
haleem-whole,Haleem Whole,,,haleem-whole,,
hands-mango-flavored-coconut-milk,Hands Mango Flavored Coconut Milk,,,hands-mango-flavored-coconut-milk,,
hands-strawberry-flavored-coconut-milk,Hands Strawberry Flavored Coconut Milk,,,hands-strawberry-flavored-coconut-milk,,
handva,Handva,,,handva,,
happy-boom-top-gun,Happy Boom Top Gun,,,happy-boom-top-gun,,
happy-diwali-10-pcs,Happy Diwali 10 Pcs,,,happy-diwali-10-pcs,,
har-rooz-basmati-rice-10-lb,Har Rooz Basmati Rice 10 Lb,,,har-rooz-basmati-rice-10-lb,,
health-mix,Health Mix,,,health-mix,,
hearty-oats,Hearty Oats,,,hearty-oats,,
hearty-oats-1,Hearty Oats 1,,,hearty-oats-1,,
heavy-cream-1,Heavy Cream 1,,,heavy-cream-1,,
heavy-starch,Heavy Starch,,,heavy-starch,,
hem,Hem,,,hem,,
hem-dhoop-sticks,Hem Dhoop Sticks,,,hem-dhoop-sticks,,
hem-vanilla-incense-sticks,Hem Vanilla Incense Sticks,,,hem-vanilla-incense-sticks,,
herbi-arjunarishta-dietary-supplement-450-ml,Herbi Arjunarishta Dietary Supplement 450 Ml,,,herbi-arjunarishta-dietary-supplement-450-ml,,
herbi-nagkesar,Herbi Nagkesar,,,herbi-nagkesar,,
herbi-shampoo-355-ml,Herbi Shampoo 355 Ml,,,herbi-shampoo-355-ml,,
herbicare-neem-powder,Herbicare Neem Powder,,,herbicare-neem-powder,,
hesh-aritha-powder,Hesh Aritha Powder,హెష్ అరితా పావుర,हेश अरिथा पाउडर,"['arista powder', 'hesh aritha powder']",,
hesh-mehandi-powder,Hesh Mehendi Powder,హెష్ మెహెండీ పావుర,हेश मेहेंदी पाउडर,"['henna powder', 'mehendi powder']",,
hesh-sandal-face-pack,Hesh Sandal Face Pack,,,hesh-sandal-face-pack,,
hesh-tulsi-powder,Hesh Tulsi Powder,,,hesh-tulsi-powder,,
hide-seek-1,Hide Seek 1,,,hide-seek-1,,
himalaya-besan-ladoo,Himalaya Besan Ladoo,,,himalaya-besan-ladoo,,
himalaya-kaju-katli,Himalaya Kaju Katli,,,himalaya-kaju-katli,,
himalaya-milk-cake,Himalaya Milk Cake,,,himalaya-milk-cake,,
himalaya-motichur-ladoo,Himalaya Motichur Ladoo,,,himalaya-motichur-ladoo,,
himalaya-tulasi-respiratory-wellness,Himalaya Tulasi Respiratory Wellness,,,himalaya-tulasi-respiratory-wellness,,
himalayan-salt-mantra,Himalayan Salt Mantra,,,himalayan-salt-mantra,,
himalya-coctal-samosa,Himalya Coctal Samosa,,,himalya-coctal-samosa,,
holi-clr,Holi Clr,,,holi-clr,,
home-style,Home Style,,,home-style,,
horas-gram,Horas Gram,,,horas-gram,,
horlicks-1,Horlicks 1,,,horlicks-1,,
hot-hot,Hot Hot,,,hot-hot,,
hot-wex,Hot Wex,,,hot-wex,,
hyd-mixture,Hyd Mixture,హైదరాబాద్ మిశ్రమం,हैदराबाद मिश्रण,['Hyd Mixture'],,
hyderabad-mix,Hyderabad Mix,,,hyderabad-mix,,
hyderabadi-mixed-pickle,Hyderabadi Mixed Pickle,,,hyderabadi-mixed-pickle,,
ice-cream,Ice Cream,,,ice-cream,,
idhayam,Idhayam,,,idhayam,,
idhayam-1,Idhayam 1,,,idhayam-1,,
idhayam-5-ltr,Idhayam 5 Ltr,,,idhayam-5-ltr,,
idhayam-authentic-kerala-mixture-12oz,Idhayam Authentic Kerala Mixture 12oz,,,idhayam-authentic-kerala-mixture-12oz,,
idhayam-madras-mixture-snacks-340-gms,Idhayam Madras Mixture Snacks 340 Gms,,,idhayam-madras-mixture-snacks-340-gms,,
idhayam-plain-boondhi-340g,Idhayam Plain Boondhi 340g,,,idhayam-plain-boondhi-340g,,
idhayam-sunflower-oil-2-liter,Idhayam Sunflower Oil 2 Liter,,,idhayam-sunflower-oil-2-liter,,
idli-rava-1,Idli Rava 1,,,idli-rava-1,,
idli-rice,Idli Rice,,,idli-rice,,
idli-rice-10-lb,Idli Rice 10 Lb,,,idli-rice-10-lb,,
idli-rice-20-lb,Idli Rice 20 Lb,,,idli-rice-20-lb,,
idly-rava,Idly Rava,,,idly-rava,,
idly-value-pack,Idly Value Pack,,,idly-value-pack,,
ilk-rusk,Ilk Rusk,,,ilk-rusk,,
india-gate-basmati-excel-rice-10-lb,India Gate Basmati Excel Rice 10 Lb,,,india-gate-basmati-excel-rice-10-lb,,
india-gate-basmati-rice,India Gate Basmati Rice,,,india-gate-basmati-rice,,
india-gate-classic,India Gate Classic,,,india-gate-classic,,
india-s-nature-extra-long-basmati-rice-10-lb,India S Nature Extra Long Basmati Rice 10 Lb,,,india-s-nature-extra-long-basmati-rice-10-lb,,
india-s-nature-sona-masoori-20-lb,India S Nature Sona Masoori 20 Lb,,,india-s-nature-sona-masoori-20-lb,,
indian-squash,Indian Squash,,,indian-squash,,
indigo,Indigo,,,indigo,,
insta-strong,Insta Strong,,,insta-strong,,
iodex,Iodex,,,iodex,,
isabol,Isabol,,,isabol,,
iyengar-hot-bisi-bele-bath-mix,Iyengar Hot Bisi Bele Bath Mix,,,iyengar-hot-bisi-bele-bath-mix,,
iyengar-hot-hot-vangibath-mix-200-gms,Iyengar Hot Hot Vangibath Mix 200 Gms,,,iyengar-hot-hot-vangibath-mix-200-gms,,
iyengar-hot-puliyogare-gujju,Iyengar Hot Puliyogare Gujju,,,iyengar-hot-puliyogare-gujju,,
iyengar-hot-rasam-powder,Iyengar Hot Rasam Powder,,,iyengar-hot-rasam-powder,,
iyengar-hot-vangibath-mix,Iyengar Hot Vangibath Mix,,,iyengar-hot-vangibath-mix,,
jabsons-gajak-1,Jabsons Gajak 1,,,jabsons-gajak-1,,
jabsons-peanut-spicy-mas,Jabsons Peanut Spicy Mas,,,jabsons-peanut-spicy-mas,,
jabsons-r-chana,Jabsons R Chana,,,jabsons-r-chana,,
jabsons-roasted-chana,Jabsons Roasted Chana,,,jabsons-roasted-chana,,
jabsons-roasted-chana-200-gms,Jabsons Roasted Chana 200 Gms,,,jabsons-roasted-chana-200-gms,,
jabsons-roasted-chana-400-gms,Jabsons Roasted Chana 400 Gms,,,jabsons-roasted-chana-400-gms,,
jack-furit,Jack Furit,,,jack-furit,,
jackfruit-seeds,Jackfruit Seeds,,,jackfruit-seeds,,
jaggery,Jaggery,Bellam (బెల్లం),Gud (गुड़),jaggery|gud|bellam,,
jaggery-ball-1,Jaggery Ball 1,,,jaggery-ball-1,,
jaggry,Jaggry,,,jaggry,,
jai-hanuman-havan-samagri,Jai Hanuman Havan Samagri,,,jai-hanuman-havan-samagri,,
jain-food-chocolate-burfi-frozen,Jain Food Chocolate Burfi Frozen,,,jain-food-chocolate-burfi-frozen,,
jain-foods-cashews-mild-spiced,Jain Foods Cashews Mild Spiced,,,jain-foods-cashews-mild-spiced,,
jain-foods-delhi-mix,Jain Foods Delhi Mix,,,jain-foods-delhi-mix,,
jain-foods-masala-kachori,Jain Foods Masala Kachori,,,jain-foods-masala-kachori,,
jalani-jaljira,Jalani Jaljira,,,jalani-jaljira,,
jalapeno-samosa,Jalapeno Samosa,,,jalapeno-samosa,,
jamun,Jamun,,,jamun,,
janthikalu,Janthikalu,,,janthikalu,,
jasmine-oil-for-puja,Jasmine Oil For Puja,,,jasmine-oil-for-puja,,
jeera,Cumin Seeds,Jilakarra,Jeera,cumin|jeera|jilakarra,,
jeera-cookie,Jeera Cookie,,,jeera-cookie,,
jeera-puri,Jeera Puri,,,jeera-puri,,
jhalmuri,Jhalmuri,,,jhalmuri,,
jilakarra,Cumin Seeds,Jilakarra,Jeera,cumin|jeera|jilakarra,,
jin-jan-britannia,Jin Jan Britannia,,,jin-jan-britannia,,
jintan,Jintan,,,jintan,,
johnsons-baby-shampoo,Johnsons Baby Shampoo,,,johnsons-baby-shampoo,,
jowar-dhani-big,Jowar Dhani Big,,,jowar-dhani-big,,
joy-tamarind-concentrate,Joy Tamarind Concentrate,,,joy-tamarind-concentrate,,
jug,Jug,,,jug,,
jumbo-peanuts,Jumbo Peanuts,,,jumbo-peanuts,,
jwar-flour,Jwar Flour,,,jwar-flour,,
kabab-naan,Kabab Naan,,,kabab-naan,,
kabab-rolls,Kabab Rolls,,,kabab-rolls,,
kabasura-kudineer-powder,Kabasura Kudineer Powder,,,kabasura-kudineer-powder,,
kabuli-chana,Kabuli Chana,,,kabuli-chana,,
kabuli-chana-7lb,Kabuli Chana 7lb,,,kabuli-chana-7lb,,
kadhi,Kadhi,,,kadhi,,
kadhi-chawal,Kadhi Chawal,,,kadhi-chawal,,
kailash-jeevan,Kailash Jeevan,,,kailash-jeevan,,
kaju-draksh,Kaju Draksh,,,kaju-draksh,,
kaju-draksh-icecream,Kaju Draksh Icecream,,,kaju-draksh-icecream,,
kaju-gunjiya,Kaju Gunjiya,,,kaju-gunjiya,,
kaju-katli,Kaju Katli,,,kaju-katli,,
kaju-pista,Kaju Pista,,,kaju-pista,,
kala-chana,Kala Chana,,,kala-chana,,
kala-chana-1,Kala Chana 1,,,kala-chana-1,,
kalijeera-9lb,Kalijeera 9lb,,,kalijeera-9lb,,
kalijiri,Kalijiri,,,kalijiri,,
kanha-copper-bottle,Kanha Copper Bottle,,,kanha-copper-bottle,,
kanthil-1,Kanthil 1,,,kanthil-1,,
kappalandi-masala,Kappalandi Masala,,,kappalandi-masala,,
karachi,Karachi,,,karachi,,
karahi-2,Karahi 2,,,karahi-2,,
karahi-3,Karahi 3,,,karahi-3,,
karaila,Karaila,,,karaila,,
karela,Karela,,,karela,,
karela-mathi,Karela Mathi,,,karela-mathi,,
karwa-chauth-pooja-samagri-kit,Karwa Chauth Pooja Samagri Kit,,,karwa-chauth-pooja-samagri-kit,,
kashmiri-mix,Kashmiri Mix,,,kashmiri-mix,,
kati-roll,Kati Roll,,,kati-roll,,
katora-bowl,Katora Bowl,,,katora-bowl,,
kawan-chapatti,Kawan Chapatti,,,kawan-chapatti,,
kawan-onion-bulk-paratha,Kawan Onion Bulk Paratha,,,kawan-onion-bulk-paratha,,
kawan-plain-paratha,Kawan Plain Paratha,,,kawan-plain-paratha,,
kawan-whole-wheat-chapathi,Kawan Whole Wheat Chapathi,,,kawan-whole-wheat-chapathi,,
kawan-whole-wheat-paratha,Kawan Whole Wheat Paratha,,,kawan-whole-wheat-paratha,,
kayam-tablet,Kayam Tablet,,,kayam-tablet,,
kcb-badam-khatie,Kcb Badam Khatie,,,kcb-badam-khatie,,
kcb-bakar-khani,Kcb Bakar Khani,,,kcb-bakar-khani,,
kcb-cake-rusk-no-egg,Kcb Cake Rusk No Egg,,,kcb-cake-rusk-no-egg,,
kcb-cake-rusk-with-fennel-seeds,Kcb Cake Rusk With Fennel Seeds,,,kcb-cake-rusk-with-fennel-seeds,,
kcb-cashew-khatie,Kcb Cashew Khatie,,,kcb-cashew-khatie,,
kcb-coconut-buiscuts,Kcb Coconut Buiscuts,,,kcb-coconut-buiscuts,,
kcb-crunchy-tea-rusk,Kcb Crunchy Tea Rusk,,,kcb-crunchy-tea-rusk,,
kcb-elaichi-khatie,Kcb Elaichi Khatie,,,kcb-elaichi-khatie,,
kcb-jeera-cookies,Kcb Jeera Cookies,,,kcb-jeera-cookies,,
kcb-morning-tea-toast,Kcb Morning Tea Toast,,,kcb-morning-tea-toast,,
kcb-mumbai-pav,Kcb Mumbai Pav,,,kcb-mumbai-pav,,
kcb-pakori,Kcb Pakori,,,kcb-pakori,,
kcb-peanut-pista-cookies,Kcb Peanut Pista Cookies,,,kcb-peanut-pista-cookies,,
kcb-pista-khatie,Kcb Pista Khatie,,,kcb-pista-khatie,,
kcb-special-cake-rusk,Kcb Special Cake Rusk,,,kcb-special-cake-rusk,,
kerala-chicken-curry,Kerala Chicken Curry,,,kerala-chicken-curry,,
kerala-kuthari-matta-rice-10-lb,Kerala Kuthari Matta Rice 10 Lb,,,kerala-kuthari-matta-rice-10-lb,,
kerala-kuthari-matta-rice-10-lb-1,Kerala Kuthari Matta Rice 10 Lb 1,,,kerala-kuthari-matta-rice-10-lb-1,,
kerala-mixture,Kerala Mixture,,,kerala-mixture,,
kerala-seeds-bittee-melon-seeds,Kerala Seeds Bittee Melon Seeds,,,kerala-seeds-bittee-melon-seeds,,
kesar,Kesar,,,kesar,,
kesar-pista-kingcone,Kesar Pista Kingcone,,,kesar-pista-kingcone,,
kfi-achari-mango,Kfi Achari Mango,,,kfi-achari-mango,,
kfi-mint-chutney,Kfi Mint Chutney,,,kfi-mint-chutney,,
khari,Khari,,,khari,,
khari-sing,Khari Sing,,,khari-sing,,
khasta-kachori,Khasta Kachori,,,khasta-kachori,,
khatti-meethi-chutny,Khatti Meethi Chutny,,,khatti-meethi-chutny,,
khazana-1,Khazana 1,,,khazana-1,,
khazana-organic-brown-sona-masuri-rice-10-lb,Khazana Organic Brown Sona Masuri Rice 10 Lb,,,khazana-organic-brown-sona-masuri-rice-10-lb,,
khazana-pani-puri-masala,Khazana Pani Puri Masala,,,khazana-pani-puri-masala,,
khazana-smoked-basmati-rice-10-lb,Khazana Smoked Basmati Rice 10 Lb,,,khazana-smoked-basmati-rice-10-lb,,
khoya-burfi,Khoya Burfi,,,khoya-burfi,,
kidney-beans,Kidney Beans,,,kidney-beans,,
kidny-beans,Kidny Beans,,,kidny-beans,,
kissan-mix-fruit-jam,Kissan Mix Fruit Jam,,,kissan-mix-fruit-jam,,
kitchen-king,Kitchen King,,,kitchen-king,,
kitchenware,Kitchenware,,,kitchenware,,
knorr-thai,Knorr Thai,,,knorr-thai,,
kohinoor-basmati-rice-1,Kohinoor Basmati Rice 1,,,kohinoor-basmati-rice-1,,
kohinoor-basmati-rice-4-lb,Kohinoor Basmati Rice 4 Lb,,,kohinoor-basmati-rice-4-lb,,
kohinoor-everyday-basmati-rice-10-lb,Kohinoor Everyday Basmati Rice 10 Lb,,,kohinoor-everyday-basmati-rice-10-lb,,
kohinoor-extra-long-basmati-rice,Kohinoor Extra Long Basmati Rice,,,kohinoor-extra-long-basmati-rice,,
kohinoor-platinum-basmati-rce-jar,Kohinoor Platinum Basmati Rce Jar,,,kohinoor-platinum-basmati-rce-jar,,
kohinoor-super-basmati,Kohinoor Super Basmati,,,kohinoor-super-basmati,,
kohinoor-super-basmati-rice-jar,Kohinoor Super Basmati Rice Jar,,,kohinoor-super-basmati-rice-jar,,
kohinoorauthentic-bas,Kohinoorauthentic Bas,,,kohinoorauthentic-bas,,
kol-fish,Kol Fish,,,kol-fish,,
kolhapuri-jaggary-yellow,Kolhapuri Jaggary Yellow,,,kolhapuri-jaggary-yellow,,
kolhapuri-onion-garlic-masala,Kolhapuri Onion Garlic Masala,,,kolhapuri-onion-garlic-masala,,
kontos-pocketless-pita-nan,Kontos Pocketless Pita Nan,,,kontos-pocketless-pita-nan,,
kontos-roghani-nan,Kontos Roghani Nan,,,kontos-roghani-nan,,
kontos-tandoori-nan,Kontos Tandoori Nan,,,kontos-tandoori-nan,,
kopra-pak,Kopra Pak,,,kopra-pak,,
kozhukkatta,Kozhukkatta,,,kozhukkatta,,
ksdhi-chawal,Ksdhi Chawal,,,ksdhi-chawal,,
kulfi,Kulfi,,,kulfi,,
kulfi-b-p-k-vadilal,Kulfi B P K Vadilal,,,kulfi-b-p-k-vadilal,,
kulfi-mango-vadilal,Kulfi Mango Vadilal,,,kulfi-mango-vadilal,,
kurkure-2,Kurkure 2,,,kurkure-2,,
kurkure-chilli-chatka,Kurkure Chilli Chatka,,,kurkure-chilli-chatka,,
kutu-flour,Kutu Flour,,,kutu-flour,,
kvl-edible-camphor-100-gms,Kvl Edible Camphor 100 Gms,,,kvl-edible-camphor-100-gms,,
lacha-paratha,Lacha Paratha,,,lacha-paratha,,
lal-qilla-royal-basmati-rice-10-lb,Lal Qilla Royal Basmati Rice 10 Lb,,,lal-qilla-royal-basmati-rice-10-lb,,
lamb-korma,Lamb Korma,,,lamb-korma,,
lamb-samosa,Lamb Samosa,,,lamb-samosa,,
lamb-vindalu,Lamb Vindalu,,,lamb-vindalu,,
lasa-lamsa-mix-premium-blend-tea,Lasa Lamsa Mix Premium Blend Tea,,,lasa-lamsa-mix-premium-blend-tea,,
latcha-paratha,Latcha Paratha,,,latcha-paratha,,
lax-dry-apricots,Lax Dry Apricots,,,lax-dry-apricots,,
laxmi-1,Laxmi 1,,,laxmi-1,,
laxmi-ajwain-seeds-1,Laxmi Ajwain Seeds 1,,,laxmi-ajwain-seeds-1,,
laxmi-ajwain-seeds-350gr,Laxmi Ajwain Seeds 350gr,,,laxmi-ajwain-seeds-350gr,,
laxmi-besan,Laxmi Besan,,,laxmi-besan,,
laxmi-bhindi-cut,Laxmi Bhindi Cut,,,laxmi-bhindi-cut,,
laxmi-black-whole-pepper-370gr,Laxmi Black Whole Pepper 370gr,,,laxmi-black-whole-pepper-370gr,,
laxmi-cassia-cinnamon-powder-350gr,Laxmi Cassia Cinnamon Powder 350gr,,,laxmi-cassia-cinnamon-powder-350gr,,
laxmi-castor-oil,Laxmi Castor Oil,,,laxmi-castor-oil,,
laxmi-chana-dal,Laxmi Chana Dal,,,laxmi-chana-dal,,
